Name,Sequence Name,Length,Direction,Document Name,Type,Source
Putative Rep CDS,Cruci_ETS_Han_JilinP_c1909,1110,forward,Cruci_ETS_Han_JilinP_c1909,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c225,864,forward,Cruci_ETS_Han_Shandong_c225,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c294,687,forward,Cruci_ETS_Han_Shandong_c294,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c298,945,reverse,Cruci_ETS_Han_Shandong_c298,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c415,1005,forward,Cruci_ETS_Han_Shandong_c415,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c425,1089,forward,Cruci_ETS_Han_Shandong_c425,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c445,1200,forward,Cruci_ETS_Han_Shandong_c445,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c479,1482,forward,Cruci_ETS_Han_Shandong_c479,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c579,963,reverse,Cruci_ETS_Han_Shandong_c579,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c660,1245,forward,Cruci_ETS_Han_Shandong_c660,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c665,1296,reverse,Cruci_ETS_Han_Shandong_c665,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c676,1035,forward,Cruci_ETS_Han_Shandong_c676,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c700,1557,reverse,Cruci_ETS_Han_Shandong_c700,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c705,1035,forward,Cruci_ETS_Han_Shandong_c705,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c718,978,reverse,Cruci_ETS_Han_Shandong_c718,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c762,1188,forward,Cruci_ETS_Han_Shandong_c762,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c808,1023,reverse,Cruci_ETS_Han_Shandong_c808,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c869,1146,forward,Cruci_ETS_Han_Shandong_c869,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c876,1362,forward,Cruci_ETS_Han_Shandong_c876,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c889,1083,forward,Cruci_ETS_Han_Shandong_c889,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c899,1236,reverse,Cruci_ETS_Han_Shandong_c899,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c901,1224,reverse,Cruci_ETS_Han_Shandong_c901,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c956,1290,forward,Cruci_ETS_Han_Shandong_c956,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c992,903,reverse,Cruci_ETS_Han_Shandong_c992,CDS,
Putative Rep CDS,Cruci_ETS_Han_Shandong_c1075,1122,forward,Cruci_ETS_Han_Shandong_c1075,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone108_c29,996,forward,Cruci_ETS_Yu_ecotone108_c29,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone108_c108,981,forward,Cruci_ETS_Yu_ecotone108_c108,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone108_c161,1053,reverse,Cruci_ETS_Yu_ecotone108_c161,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone108_c271,1128,forward,Cruci_ETS_Yu_ecotone108_c271,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone108_c361,1188,reverse,Cruci_ETS_Yu_ecotone108_c361,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone109_c209,1122,reverse,Cruci_ETS_Yu_ecotone109_c209,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone109_c305,1287,reverse,Cruci_ETS_Yu_ecotone109_c305,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone109_c322,969,forward,Cruci_ETS_Yu_ecotone109_c322,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone109_c332,1188,forward,Cruci_ETS_Yu_ecotone109_c332,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone109_c384,1203,forward,Cruci_ETS_Yu_ecotone109_c384,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone109_c435,945,forward,Cruci_ETS_Yu_ecotone109_c435,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c39,1365,forward,Cruci_ETS_Yu_ecotone539_c39,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c68,1077,forward,Cruci_ETS_Yu_ecotone539_c68,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c104,1137,reverse,Cruci_ETS_Yu_ecotone539_c104,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c110,1176,forward,Cruci_ETS_Yu_ecotone539_c110,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c111,1344,forward,Cruci_ETS_Yu_ecotone539_c111,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c113,1071,forward,Cruci_ETS_Yu_ecotone539_c113,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c155,1188,reverse,Cruci_ETS_Yu_ecotone539_c155,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c159,1365,forward,Cruci_ETS_Yu_ecotone539_c159,CDS,
Putative Rep CDS,Cruci_ETS_Yu_ecotone539_c174,1050,forward,Cruci_ETS_Yu_ecotone539_c174,CDS,
Putative Rep CDS,Cruci_NW_Brin_10A_c281,1182,forward,Cruci_NW_Brin_10A_c281,CDS,
Putative Rep CDS,Cruci_NW_Brin_10A_c429,924,reverse,Cruci_NW_Brin_10A_c429,CDS,
Putative Rep CDS,Cruci_NW_Brin_10A_c430,1098,forward,Cruci_NW_Brin_10A_c430,CDS,
Putative Rep CDS,Cruci_NW_Brin_10A_c432,855,reverse,Cruci_NW_Brin_10A_c432,CDS,
Putative Rep CDS,Cruci_NW_Brin_10A_c697,885,reverse,Cruci_NW_Brin_10A_c697,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c118,1557,reverse,Cruci_NW_Brin_10B_c118,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c131,957,forward,Cruci_NW_Brin_10B_c131,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c334,1119,forward,Cruci_NW_Brin_10B_c334,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c336,1107,forward,Cruci_NW_Brin_10B_c336,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c337,855,reverse,Cruci_NW_Brin_10B_c337,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c338,855,reverse,Cruci_NW_Brin_10B_c338,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c367,972,forward,Cruci_NW_Brin_10B_c367,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c372,1071,forward,Cruci_NW_Brin_10B_c372,CDS,
Putative Rep CDS,Cruci_NW_Brin_10B_c379,1041,reverse,Cruci_NW_Brin_10B_c379,CDS,
Putative Rep CDS,Cruci_NW_Brin_10C_c183,948,forward,Cruci_NW_Brin_10C_c183,CDS,
Putative Rep CDS,Cruci_NW_Brin_10C_c243,1818,forward,Cruci_NW_Brin_10C_c243,CDS,
Putative Rep CDS,Cruci_NW_Brin_10C_c265,1719,reverse,Cruci_NW_Brin_10C_c265,CDS,
Putative Rep CDS,Cruci_NW_Brin_10C_c475,1083,forward,Cruci_NW_Brin_10C_c475,CDS,
Putative Rep CDS,Cruci_NW_Brin_10C_c545,936,forward,Cruci_NW_Brin_10C_c545,CDS,
Putative Rep CDS,Cruci_NW_Brin_10C_c656,1143,reverse,Cruci_NW_Brin_10C_c656,CDS,
Putative Rep CDS,Cruci_NW_Brin_100A_c238,1239,forward,Cruci_NW_Brin_100A_c238,CDS,
Putative Rep CDS,Cruci_NW_Brin_100A_c267,1200,reverse,Cruci_NW_Brin_100A_c267,CDS,
Putative Rep CDS,Cruci_NW_Brin_100A_c546,1203,reverse,Cruci_NW_Brin_100A_c546,CDS,
Putative Rep CDS,Cruci_NW_Brin_100B_c359,855,forward,Cruci_NW_Brin_100B_c359,CDS,
Putative Rep CDS,Cruci_NW_Brin_100C_c253,1632,forward,Cruci_NW_Brin_100C_c253,CDS,
Putative Rep CDS,Cruci_NW_Brin_100C_c465,996,forward,Cruci_NW_Brin_100C_c465,CDS,
Putative Rep CDS,Cruci_NW_Brin_100C_c604,963,forward,Cruci_NW_Brin_100C_c604,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c432,1080,reverse,Cruci_NW_Brin_undilA_c432,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c441,981,forward,Cruci_NW_Brin_undilA_c441,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c485,1113,forward,Cruci_NW_Brin_undilA_c485,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c523,996,forward,Cruci_NW_Brin_undilA_c523,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c524,945,forward,Cruci_NW_Brin_undilA_c524,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c531,1557,reverse,Cruci_NW_Brin_undilA_c531,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c549,1137,forward,Cruci_NW_Brin_undilA_c549,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c559,1302,forward,Cruci_NW_Brin_undilA_c559,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c612,1356,forward,Cruci_NW_Brin_undilA_c612,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c692,1131,reverse,Cruci_NW_Brin_undilA_c692,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c693,1065,forward,Cruci_NW_Brin_undilA_c693,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c740,1302,forward,Cruci_NW_Brin_undilA_c740,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilA_c822,1050,forward,Cruci_NW_Brin_undilA_c822,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilB_c142,1257,reverse,Cruci_NW_Brin_undilB_c142,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilB_c252,1182,forward,Cruci_NW_Brin_undilB_c252,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilB_c398,894,reverse,Cruci_NW_Brin_undilB_c398,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilB_c467,1269,reverse,Cruci_NW_Brin_undilB_c467,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilB_c473,1170,reverse,Cruci_NW_Brin_undilB_c473,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilB_c505,1557,forward,Cruci_NW_Brin_undilB_c505,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilB_c531,852,reverse,Cruci_NW_Brin_undilB_c531,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilB_c623,1275,forward,Cruci_NW_Brin_undilB_c623,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c138,1257,forward,Cruci_NW_Brin_undilC_c138,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c436,837,reverse,Cruci_NW_Brin_undilC_c436,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c438,1233,forward,Cruci_NW_Brin_undilC_c438,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c447,1269,forward,Cruci_NW_Brin_undilC_c447,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c475,1218,forward,Cruci_NW_Brin_undilC_c475,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c512,951,forward,Cruci_NW_Brin_undilC_c512,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c538,1446,reverse,Cruci_NW_Brin_undilC_c538,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c548,1122,forward,Cruci_NW_Brin_undilC_c548,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c639,1131,forward,Cruci_NW_Brin_undilC_c639,CDS,
Putative Rep CDS,Cruci_NW_Brin_undilC_c683,1302,reverse,Cruci_NW_Brin_undilC_c683,CDS,
Putative Rep,Cruci_EAMS_Lach_SydneyBayRA2_c455,1338,forward,Cruci_EAMS_Lach_SydneyBayRA2_c455,CDS,
putative ORFs,Cruci_EAF_Carc_SvL2_c56,663,forward,Cruci_EAF_Carc_SvL2_c56,CDS,
putative ORFs,Cruci_EAF_Colo_Milan_c401,600,forward,Cruci_EAF_Colo_Milan_c401,CDS,
putative ORFs,Cruci_EAF_Gu_TropicPondC1b0415_c187,618,reverse,Cruci_EAF_Gu_TropicPondC1b0415_c187,CDS,
putative ORFs,Cruci_EAF_Gu_TropicPondC1b0415_c187,414,reverse,Cruci_EAF_Gu_TropicPondC1b0415_c187,CDS,
putative ORFs,Cruci_EAF_Gu_TropicPondC1b0415_c187,378,reverse,Cruci_EAF_Gu_TropicPondC1b0415_c187,CDS,
putative ORFs,Cruci_EAF_Roux2_PavinARt80_c2434,390,forward,Cruci_EAF_Roux2_PavinARt80_c2434,CDS,
putative ORFs,Cruci_EAM_Yise2_SGB_c297,480,forward,Cruci_EAM_Yise2_SGB_c297,CDS,
putative ORFs,Cruci_ETS_Han_JilinP_c1111,444,forward,Cruci_ETS_Han_JilinP_c1111,CDS,
putative ORFs,Cruci_ETS_Han_JilinP_c1133,528,forward,Cruci_ETS_Han_JilinP_c1133,CDS,
putative ORFs,Cruci_ETS_Han_JilinP_c1133,519,forward,Cruci_ETS_Han_JilinP_c1133,CDS,
putative ORFs,Cruci_ETS_Han_JilinP_c1133,426,forward,Cruci_ETS_Han_JilinP_c1133,CDS,
putative ORFs,Cruci_ETS_Han_JilinP_c1141,741,forward,Cruci_ETS_Han_JilinP_c1141,CDS,
putative ORFs,Cruci_ETS_Han_JilinP_c1162,612,reverse,Cruci_ETS_Han_JilinP_c1162,CDS,
putative ORFs,Cruci_ETS_Han_JilinP_c1162,402,forward,Cruci_ETS_Han_JilinP_c1162,CDS,
putative ORFs,Cruci_ETS_Yu_ecotone108_c161,447,forward,Cruci_ETS_Yu_ecotone108_c161,CDS,
putative ORFs,Cruci_ETS_Yu_ecotone108_c161,375,forward,Cruci_ETS_Yu_ecotone108_c161,CDS,
putative ORFs,Cruci_ETS_Yu_ecotone108_c161,363,forward,Cruci_ETS_Yu_ecotone108_c161,CDS,
putative ORF (ciliate genetic code),Cruci_CruV_259,504,reverse,Cruci_CruV_259,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_259,429,reverse,Cruci_CruV_259,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_259,330,forward,Cruci_CruV_259,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_259,309,reverse,Cruci_CruV_259,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_340,426,forward,Cruci_CruV_340,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_340,534,reverse,Cruci_CruV_340,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_473,1062,reverse,Cruci_CruV_473,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_473,594,reverse,Cruci_CruV_473,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_473,378,forward,Cruci_CruV_473,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_473,411,forward,Cruci_CruV_473,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_473,375,reverse,Cruci_CruV_473,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_473,324,reverse,Cruci_CruV_473,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_473,408,reverse,Cruci_CruV_473,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_489,306,reverse,Cruci_CruV_489,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_489,597,reverse,Cruci_CruV_489,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_489,348,reverse,Cruci_CruV_489,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_489,900,reverse,Cruci_CruV_489,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_500,639,forward,Cruci_CruV_500,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_500,936,reverse,Cruci_CruV_500,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_500,789,forward,Cruci_CruV_500,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_500,303,forward,Cruci_CruV_500,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_500,375,forward,Cruci_CruV_500,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_500,990,forward,Cruci_CruV_500,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_502,312,forward,Cruci_CruV_502,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_502,303,forward,Cruci_CruV_502,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_502,396,forward,Cruci_CruV_502,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_514,465,forward,Cruci_CruV_514,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_514,336,reverse,Cruci_CruV_514,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_514,444,forward,Cruci_CruV_514,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_514,393,forward,Cruci_CruV_514,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_514,390,reverse,Cruci_CruV_514,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_514,741,reverse,Cruci_CruV_514,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_523,588,forward,Cruci_CruV_523,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_523,489,reverse,Cruci_CruV_523,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_523,900,reverse,Cruci_CruV_523,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_523,564,forward,Cruci_CruV_523,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_523,366,forward,Cruci_CruV_523,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_532,387,forward,Cruci_CruV_532,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_532,498,reverse,Cruci_CruV_532,CDS,Geneious
putative ORF (ciliate genetic code),Cruci_CruV_532,363,reverse,Cruci_CruV_532,CDS,Geneious
putative ORF,Cruci_CruV_106,348,forward,Cruci_CruV_106,CDS,Geneious
putative ORF,Cruci_CruV_144,423,forward,Cruci_CruV_144,CDS,Geneious
putative ORF,Cruci_CruV_174,489,reverse,Cruci_CruV_174,CDS,Geneious
putative ORF,Cruci_CruV_175,489,reverse,Cruci_CruV_175,CDS,Geneious
putative ORF,Cruci_CruV_179,411,reverse,Cruci_CruV_179,CDS,Geneious
putative ORF,Cruci_CruV_180,411,reverse,Cruci_CruV_180,CDS,Geneious
putative ORF,Cruci_CruV_191,375,reverse,Cruci_CruV_191,CDS,Geneious
putative ORF,Cruci_CruV_198,375,reverse,Cruci_CruV_198,CDS,Geneious
putative ORF,Cruci_CruV_198,315,forward,Cruci_CruV_198,CDS,Geneious
putative ORF,Cruci_CruV_203,585,forward,Cruci_CruV_203,CDS,Geneious
putative ORF,Cruci_CruV_204,375,forward,Cruci_CruV_204,CDS,Geneious
putative ORF,Cruci_CruV_204,354,reverse,Cruci_CruV_204,CDS,Geneious
putative ORF,Cruci_CruV_205,375,forward,Cruci_CruV_205,CDS,Geneious
putative ORF,Cruci_CruV_205,354,reverse,Cruci_CruV_205,CDS,Geneious
putative ORF,Cruci_CruV_208,474,forward,Cruci_CruV_208,CDS,Geneious
putative ORF,Cruci_CruV_208,402,reverse,Cruci_CruV_208,CDS,Geneious
putative ORF,Cruci_CruV_212,351,reverse,Cruci_CruV_212,CDS,Geneious
putative ORF,Cruci_CruV_215,309,reverse,Cruci_CruV_215,CDS,Geneious
putative ORF,Cruci_CruV_217,303,forward,Cruci_CruV_217,CDS,Geneious
putative ORF,Cruci_CruV_218,372,reverse,Cruci_CruV_218,CDS,Geneious
putative ORF,Cruci_CruV_222,303,forward,Cruci_CruV_222,CDS,Geneious
putative ORF,Cruci_CruV_223,333,forward,Cruci_CruV_223,CDS,Geneious
putative ORF,Cruci_CruV_226,300,reverse,Cruci_CruV_226,CDS,Geneious
putative ORF,Cruci_CruV_227,336,forward,Cruci_CruV_227,CDS,Geneious
putative ORF,Cruci_CruV_228,483,forward,Cruci_CruV_228,CDS,Geneious
putative ORF,Cruci_CruV_236,387,forward,Cruci_CruV_236,CDS,Geneious
putative ORF,Cruci_CruV_242,378,reverse,Cruci_CruV_242,CDS,Geneious
putative ORF,Cruci_CruV_243,426,forward,Cruci_CruV_243,CDS,Geneious
putative ORF,Cruci_CruV_243,363,reverse,Cruci_CruV_243,CDS,Geneious
putative ORF,Cruci_CruV_244,303,reverse,Cruci_CruV_244,CDS,Geneious
putative ORF,Cruci_CruV_248,387,forward,Cruci_CruV_248,CDS,Geneious
putative ORF,Cruci_CruV_250,618,forward,Cruci_CruV_250,CDS,Geneious
putative ORF,Cruci_CruV_250,432,reverse,Cruci_CruV_250,CDS,Geneious
putative ORF,Cruci_CruV_251,618,forward,Cruci_CruV_251,CDS,Geneious
putative ORF,Cruci_CruV_251,432,reverse,Cruci_CruV_251,CDS,Geneious
putative ORF,Cruci_CruV_252,300,forward,Cruci_CruV_252,CDS,Geneious
putative ORF,Cruci_CruV_255,435,forward,Cruci_CruV_255,CDS,Geneious
putative ORF,Cruci_CruV_257,303,reverse,Cruci_CruV_257,CDS,Geneious
putative ORF,Cruci_CruV_264,426,forward,Cruci_CruV_264,CDS,Geneious
putative ORF,Cruci_CruV_264,363,reverse,Cruci_CruV_264,CDS,Geneious
putative ORF,Cruci_CruV_265,654,forward,Cruci_CruV_265,CDS,Geneious
putative ORF,Cruci_CruV_265,327,reverse,Cruci_CruV_265,CDS,Geneious
putative ORF,Cruci_CruV_266,654,forward,Cruci_CruV_266,CDS,Geneious
putative ORF,Cruci_CruV_266,327,reverse,Cruci_CruV_266,CDS,Geneious
putative ORF,Cruci_CruV_273,390,reverse,Cruci_CruV_273,CDS,Geneious
putative ORF,Cruci_CruV_278,426,forward,Cruci_CruV_278,CDS,Geneious
putative ORF,Cruci_CruV_278,363,reverse,Cruci_CruV_278,CDS,Geneious
putative ORF,Cruci_CruV_283,441,reverse,Cruci_CruV_283,CDS,Geneious
putative ORF,Cruci_CruV_283,384,forward,Cruci_CruV_283,CDS,Geneious
putative ORF,Cruci_CruV_283,327,forward,Cruci_CruV_283,CDS,Geneious
putative ORF,Cruci_CruV_284,336,forward,Cruci_CruV_284,CDS,Geneious
putative ORF,Cruci_CruV_288,372,reverse,Cruci_CruV_288,CDS,Geneious
putative ORF,Cruci_CruV_289,414,forward,Cruci_CruV_289,CDS,Geneious
putative ORF,Cruci_CruV_289,387,forward,Cruci_CruV_289,CDS,Geneious
putative ORF,Cruci_CruV_292,327,forward,Cruci_CruV_292,CDS,Geneious
putative ORF,Cruci_CruV_293,351,forward,Cruci_CruV_293,CDS,Geneious
putative ORF,Cruci_CruV_295,351,reverse,Cruci_CruV_295,CDS,Geneious
putative ORF,Cruci_CruV_298,561,reverse,Cruci_CruV_298,CDS,Geneious
putative ORF,Cruci_CruV_301,318,reverse,Cruci_CruV_301,CDS,Geneious
putative ORF,Cruci_CruV_303,348,reverse,Cruci_CruV_303,CDS,Geneious
putative ORF,Cruci_CruV_309,318,reverse,Cruci_CruV_309,CDS,Geneious
putative ORF,Cruci_CruV_310,318,reverse,Cruci_CruV_310,CDS,Geneious
putative ORF,Cruci_CruV_311,318,reverse,Cruci_CruV_311,CDS,Geneious
putative ORF,Cruci_CruV_312,363,forward,Cruci_CruV_312,CDS,Geneious
putative ORF,Cruci_CruV_319,513,forward,Cruci_CruV_319,CDS,Geneious
putative ORF,Cruci_CruV_319,393,reverse,Cruci_CruV_319,CDS,Geneious
putative ORF,Cruci_CruV_320,393,reverse,Cruci_CruV_320,CDS,Geneious
putative ORF,Cruci_CruV_326,546,forward,Cruci_CruV_326,CDS,Geneious
putative ORF,Cruci_CruV_328,573,reverse,Cruci_CruV_328,CDS,Geneious
putative ORF,Cruci_CruV_329,516,reverse,Cruci_CruV_329,CDS,Geneious
putative ORF,Cruci_CruV_330,405,forward,Cruci_CruV_330,CDS,Geneious
putative ORF,Cruci_CruV_331,435,reverse,Cruci_CruV_331,CDS,Geneious
putative ORF,Cruci_CruV_332,453,reverse,Cruci_CruV_332,CDS,Geneious
putative ORF,Cruci_CruV_332,312,forward,Cruci_CruV_332,CDS,Geneious
putative ORF,Cruci_CruV_334,345,forward,Cruci_CruV_334,CDS,Geneious
putative ORF,Cruci_CruV_335,495,forward,Cruci_CruV_335,CDS,Geneious
putative ORF,Cruci_CruV_335,384,reverse,Cruci_CruV_335,CDS,Geneious
putative ORF,Cruci_CruV_336,540,reverse,Cruci_CruV_336,CDS,Geneious
putative ORF,Cruci_CruV_336,354,reverse,Cruci_CruV_336,CDS,Geneious
putative ORF,Cruci_CruV_337,474,forward,Cruci_CruV_337,CDS,Geneious
putative ORF,Cruci_CruV_338,483,forward,Cruci_CruV_338,CDS,Geneious
putative ORF,Cruci_CruV_339,438,forward,Cruci_CruV_339,CDS,Geneious
putative ORF,Cruci_CruV_344,399,forward,Cruci_CruV_344,CDS,Geneious
putative ORF,Cruci_CruV_346,426,reverse,Cruci_CruV_346,CDS,Geneious
putative ORF,Cruci_CruV_349,513,forward,Cruci_CruV_349,CDS,Geneious
putative ORF,Cruci_CruV_349,402,forward,Cruci_CruV_349,CDS,Geneious
putative ORF,Cruci_CruV_352,528,reverse,Cruci_CruV_352,CDS,Geneious
putative ORF,Cruci_CruV_353,522,forward,Cruci_CruV_353,CDS,Geneious
putative ORF,Cruci_CruV_353,363,forward,Cruci_CruV_353,CDS,Geneious
putative ORF,Cruci_CruV_356,633,forward,Cruci_CruV_356,CDS,Geneious
putative ORF,Cruci_CruV_357,342,forward,Cruci_CruV_357,CDS,Geneious
putative ORF,Cruci_CruV_358,570,reverse,Cruci_CruV_358,CDS,Geneious
putative ORF,Cruci_CruV_358,315,reverse,Cruci_CruV_358,CDS,Geneious
putative ORF,Cruci_CruV_359,348,reverse,Cruci_CruV_359,CDS,Geneious
putative ORF,Cruci_CruV_361,339,forward,Cruci_CruV_361,CDS,Geneious
putative ORF,Cruci_CruV_362,531,reverse,Cruci_CruV_362,CDS,Geneious
putative ORF,Cruci_CruV_364,384,forward,Cruci_CruV_364,CDS,Geneious
putative ORF,Cruci_CruV_365,312,forward,Cruci_CruV_365,CDS,Geneious
putative ORF,Cruci_CruV_366,384,forward,Cruci_CruV_366,CDS,Geneious
putative ORF,Cruci_CruV_367,1386,reverse,Cruci_CruV_367,CDS,Geneious
putative ORF,Cruci_CruV_367,1233,reverse,Cruci_CruV_367,CDS,Geneious
putative ORF,Cruci_CruV_369,486,reverse,Cruci_CruV_369,CDS,Geneious
putative ORF,Cruci_CruV_370,351,forward,Cruci_CruV_370,CDS,Geneious
putative ORF,Cruci_CruV_370,351,forward,Cruci_CruV_370,CDS,Geneious
putative ORF,Cruci_CruV_370,318,forward,Cruci_CruV_370,CDS,Geneious
putative ORF,Cruci_CruV_373,414,forward,Cruci_CruV_373,CDS,Geneious
putative ORF,Cruci_CruV_373,369,reverse,Cruci_CruV_373,CDS,Geneious
